"k13_median","k13_mediansd","k13_sd","dhps_median","dhps_mediansd","dhps_sd","access","hpop","temp_suit","pfpr","npixel","lon_centroid","lat_centroid","shp_index","district","state"
0.0880688882392386,0.00570309813839722,0.0949784034620161,0.164846056829328,0.0111651476477445,0.265798676273097,0.0105979708136365,2.36140234927314,0.359230297415153,0.000265339834858542,23,93.7970651520372,24.5119560726124,76,"BISHNUPUR","MANIPUR"
0.0140644213634318,0.00277085825788431,0.0521125854603175,0.156482317221576,0.00503373064780214,0.270574507220038,0.023252432070311,2.56768492302546,0.385703354662862,0.00286705014691977,145,86.0360703505743,23.6987605260305,77,"BOKARO","JHARKHAND"
0.0124291707692599,0.000264665212171546,0.0485183224909835,0.0824371036280084,0.00894722336335113,0.241516741503168,0.00649633914739776,1.91865501631428,0.543949501519954,3.50055706217512e-07,270,77.0900486063561,11.9543024330475,82,"CHAMARAJANAGAR","KARNATAKA"
0.0264027601893927,0.00643000225249418,0.0487960100906088,0.27663916504452,0.0311520169821723,0.282491813505316,0.00104531028467107,1.3732319610449,0.26961428729139,0.000741920241416086,173,93.2196545359843,23.5437159471143,85,"CHAMPHAI","MIZORAM"
0.117115505618378,0.0180797616807094,0.111371923852893,0.217135814787115,0.0160617091536771,0.277510704056731,0.00179367135962214,1.36939300120127,0.279248608637927,0.000778921512641029,103,93.9949347883643,24.1603049639329,87,"CHANDEL","MANIPUR"
0.0141998376292379,0.000307622369790856,0.0498031882164271,0.0897026302805845,0.00831898377572294,0.230038401398106,0.00955609973950777,1.96645359780239,0.457435992273731,1.73835383376581e-05,345,75.7211953152176,13.4060980137867,94,"CHIKKAMAGALURU","KARNATAKA"
0.0668429094948806,0.0118008448644316,0.082474427181296,0.189177809632383,0.0173953286070021,0.269515251042321,0.00234470658236734,1.43858949679754,0.300956377468538,0.00132954878820613,128,93.6209911362461,24.2771513514009,99,"CHURACHANDPUR","MANIPUR"
0.0201700928931435,0.00243455730103919,0.0631573744473003,0.144303279618422,0.0087687759825908,0.266527956156504,0.0430205858840984,2.60068612765169,0.396426652442841,0.00403063702051007,105,86.4696859932228,23.8448058236993,118,"DHANBAD","JHARKHAND"
0.0193645564286271,0.00249034190356153,0.0704999843728729,0.149381656083278,0.00551540025263759,0.266992933349684,0.00843472753464364,2.71986683872022,0.400295204250142,0.0125179223409759,128,87.0409613927862,24.4127260338208,121,"DEOGHAR","JHARKHAND"
0.0230696084327064,0.00181463318084518,0.07246113428846,0.139344920792306,0.00847095296509429,0.258455708467712,0.00707874267612839,2.43732159624409,0.418841224629432,0.00313136659244743,192,87.295972647881,24.315901395069,126,"DUMKA","JHARKHAND"
0.0137403166722939,0.00203876386972568,0.0623583577631056,0.16152027561221,0.00371921051295863,0.274023532867432,0.00767970984640988,2.59114357939535,0.386789611259172,0.00781066941154966,258,86.1237265398274,24.3316269984874,150,"GIRIDIH","JHARKHAND"
0.0176434693291135,0.00132642246213661,0.0716765760079674,0.163832789400349,0.00586107087847032,0.266651340152906,0.00808511953830289,2.57268485476988,0.421823225332343,0.000828047150486347,115,87.2955248924603,24.8642238226926,151,"GODDA","JHARKHAND"
0.0140985798090696,0.000302152504905477,0.0507402640351882,0.0924231215623709,0.00504227744727356,0.23257401072062,0.0169835352497448,2.24221960146039,0.480834196301607,1.34311525410636e-05,325,76.0941310218988,13.0301890831506,166,"HASSAN","KARNATAKA"
0.0877089589261092,0.008586196045559,0.0942000336945057,0.140135942743375,0.0120255389013874,0.261688377994757,0.028068728040796,2.65085142550421,0.362395851657941,5.30698856052298e-05,26,93.877578809248,24.8140681052205,172,"IMPHAL WEST","MANIPUR"
0.024891328147572,0.00262707392365422,0.070407450037158,0.132589331949535,0.00730136801520157,0.258979097494613,0.0160762831011353,2.48366781402833,0.405576536836831,0.00859542726140182,92,86.881218397885,23.9810336299639,181,"JAMTARA","JHARKHAND"
0.0155439600736524,0.000283692169259443,0.0494778920223729,0.118018275333775,0.0026823432202276,0.245942082980441,0.00659384262325938,2.70416465101551,0.726191177136368,1.61067847695984e-05,144,75.5537002943491,11.987895820007,200,"KANNUR","KERALA"
0.0149930537191366,0.000302986784310325,0.0484340079885146,0.107287887880947,0.00424504749622619,0.241487198145256,0.00551200083379104,1.88707740125567,0.43532644227374,1.31626758381827e-06,197,75.7774460206473,12.3828142577177,217,"KODAGU","KARNATAKA"
0.014645436476614,0.000381618810188661,0.0508556214270291,0.113997840398067,0.00319255705792297,0.250397168167003,0.0217755320220226,2.85624386894813,0.722693476322535,1.84891557160961e-05,111,75.8411154550753,11.4648522903476,228,"KOZHIKODE","KERALA"
0.0233605722896755,0.00325769169681934,0.0869702566415071,0.112144401296973,0.00290045049613665,0.264476716518402,0.0168747657421289,2.15573702692585,0.746814742684364,1.69799682101512e-05,4,72.9324733611525,9.98508920087626,233,"LAKSHADWEEP","LAKSHADWEEP"
0.013655001460983,0.000515471041196238,0.0495226779919967,0.10504089622644,0.00260876100067204,0.252634588912217,0.0105407810574494,2.82148646494011,0.677466225772225,1.80618270245392e-05,171,76.1875088404839,11.1070575007919,243,"MALAPPURAM","KERALA"
0.0155097646638751,NA,0.0675775185227394,0.169365480542183,NA,0.268128633499146,0.0131578947368421,2.89597654575979,0.444768846035004,9.53868493525079e-07,1,87.8081534824186,25.2290465239137,244,"DISPUTED (SAHIBGANJ, MALDAH & KATIHAR)","DISPUTED (WEST BENGAL , BIHAR & JHARKHAND)"
0.0134282862149304,0.000396229750542264,0.0519539338669607,0.0842760562771509,0.00555118873078741,0.234340328566667,0.0199788087352648,2.33459502639339,0.567196354144762,1.38812586243898e-06,238,76.8316840630592,12.6366238714588,246,"MANDYA","KARNATAKA"
0.0133808341759276,0.000641704081422906,0.0498554247820022,0.0966981746848451,0.00588211123026149,0.240955909208351,0.0156960771898969,2.31192866234261,0.552008966341713,1.76857682890858e-06,302,76.5214818966317,12.1969353681472,259,"MYSURU","KARNATAKA"
0.126026075422054,0.00338839345011073,0.21792076811904,0.121021884449181,0.000582634406157157,0.282164089736484,0.00168472021805737,0.649598591454104,0.797528275421688,0.00349141915843691,84,93.3325026771828,8.00585244990464,269,"NICOBAR","ANDAMAN & NICOBAR"
0.104133179578596,0.00450830129586518,0.178723147529328,0.135472740777238,0.00510514973897529,0.283425593269085,0.000751210964735558,0.988242694456711,0.790759966401997,0.00288317881557448,167,93.4571261916117,12.8701412966647,273,"NORTH & MIDDLE ANDAMAN","ANDAMAN & NICOBAR"
0.021056059996287,0.00178833347683235,0.0710463221702311,0.148831611043877,0.00777201914461579,0.25840106871393,0.00675223236444463,2.47459713006121,0.433194476034906,0.000354403403461371,90,87.6523767485752,24.5327674289983,279,"PAKUR","JHARKHAND"
0.0127879065901407,0.000164419547198765,0.0532416544991768,0.0691150521025336,0.00299025591436422,0.230238890172514,0.00928161171391548,2.27762682274227,0.568591819950408,2.37782499177179e-06,163,77.3514343020092,12.7201017878222,305,"RAMANAGARAM","KARNATAKA"
0.0169078381323631,0.00103918013365369,0.0695727292382926,0.165474773368292,0.00345051460392144,0.2658428500096,0.00834987918204268,2.58715611703186,0.441647928012045,0.000120239461604299,114,87.70867096554,25.031939601874,316,"SAHIBGANJ","JHARKHAND"
0.01464148007515,0.000310655022141342,0.0523412597342962,0.0794482168446227,0.00928128973843369,0.230386677238999,0.0177782412356773,2.00285859098983,0.571130694703358,0.00010158947907292,410,75.2519860281636,14.0560085817095,334,"SHIVAMOGGA","KARNATAKA"
0.109352559602561,0.00394242915236022,0.187567724274988,0.126419202307192,0.00206261798728809,0.282296646793349,0.000657849479174545,1.02815082389147,0.784815298409021,0.00167494533492677,119,92.6604226937129,11.4152296085622,349,"SOUTH ANDAMAN","ANDAMAN & NICOBAR"
0.012554482537477,0.000432359494872019,0.0530893485217045,0.0640822668404629,0.000931059922506101,0.235682166647166,0.00605579744531246,1.98110108017116,0.711012218768398,0.00123033110193986,96,74.0597962065768,15.1946032976385,351,"SOUTH GOA","GOA"
0.0127123810259074,0.00100440932507245,0.0475147816182022,0.0977211770352343,0.00248307275241418,0.257074053438616,0.0274078764727417,2.73495378432449,0.708326882669624,2.22633292410016e-05,142,76.428682043451,10.4788075624959,364,"TRISSUR","KERALA"
0.0139719206814184,0.00042810665755465,0.0576526705973392,0.0673303229035353,0.00868579582394305,0.218384033014123,0.0146330425660012,2.24499164858647,0.551502820082404,1.76555442900877e-05,509,76.9316498606617,13.5438519170635,367,"TUMAKURU","KARNATAKA"
0.0145653937437705,0.000405029117411509,0.046379709392786,0.106352706338678,0.00867843565131739,0.235293987393379,0.0219609907552321,2.24054285452012,0.717518268823624,0.000751209740906639,175,74.893892508767,13.526836662247,370,"UDUPI","KARNATAKA"
0.0140835170649173,0.000650881145272329,0.0540770896774555,0.0650603425225266,0.00554899934759916,0.232819365224375,0.00688941812134026,1.76071988186473,0.64659361722257,0.000586324448331146,494,74.5784570166429,14.7251014875196,376,"UTTARA  KANNADA","KARNATAKA"
0.0139080436605186,0.000530172417234782,0.0496758920795257,0.108344580498662,0.00370883802860288,0.247526056990765,0.00591228346428675,2.35772704138939,0.469321822378747,6.64709639822421e-06,101,76.1080523137554,11.7151438629674,383,"WAYANAD","KERALA"
0.103625860863498,0.00943358662596453,0.101549565525992,0.146885528096131,0.00885867070133366,0.264541734542166,0.0623471549930979,2.62268600217375,0.36118342887078,0.000778810063950784,28,94.0185313562044,24.85874715352,430,"IMPHAL EAST","MANIPUR"
0.0339382197707891,0.00162091202095645,0.0536600286141038,0.138056163210422,0.0115161423465608,0.252918575890362,0.00624063461900137,1.78576189932041,0.517346277832985,0.023842560563935,16,93.156617093376,24.7049272087311,431,"JIRIBAM","MANIPUR"
0.0674213515245356,0.0104731864065664,0.0840157312806696,0.462042858451605,0.00733134579329594,0.304948636889458,0.000473465906320231,0.156174471876818,0.0301670459928573,3.91130946558134e-06,320,96.8876317901584,28.036223218561,450,"ANJAW","ARUNACHAL PRADESH"
0.0157353853446341,0.00120403246821843,0.0710345632606937,0.157954089776162,0.00322370992846105,0.271152446539171,0.0111043314103723,2.70428604302891,0.39106725108239,0.00103016149275185,155,86.8311558811323,24.831769261936,455,"BANKA","BIHAR"
0.0296993720578701,0.00455049308023012,0.0606002951046232,0.0901095739187356,0.0129266904203028,0.231915224912531,0.0189060030294212,2.57381125108001,0.434520595355405,0.000761864367548006,347,87.1866151266186,23.1322799331426,456,"BANKURA","WEST BENGAL"
0.0256979517114593,0.00273262866352157,0.0576049389721323,0.0793574860624034,0.0132970156744485,0.216434360400352,0.0222511620573691,2.77389329692574,0.472630615130123,0.000239920107297646,263,87.9450949733601,23.388418519394,457,"PURBA BARDDHAMAN","WEST BENGAL"
0.0138785964984419,0.000615208812729992,0.0696838893052331,0.172630966381919,0.00609317258997939,0.272937305215606,0.0351563705709707,2.95817967610344,0.402952289222775,6.60419083617295e-05,133,87.0951645284729,25.2864771791704,462,"BHAGALPUR","BIHAR"
0.0267435751107131,0.00239026186121073,0.0694140133758386,0.118335391880355,0.0117047222783165,0.243241071955771,0.0109591163597985,2.74175501470325,0.436177503222074,0.000481244305290555,234,87.5558893624297,24.0617778336385,467,"BIRBHUM","WEST BENGAL"
0.0526677931515643,0.02211696992463,0.0617425854102923,0.419339088637095,0.0443304172841532,0.301552069416413,0.000852238146486146,0.952435659954603,0.240754133133361,0.000420195519537436,260,96.3999021803874,27.2822645949523,472,"CHANGLANG","ARUNACHAL PRADESH"
